ProductName,Stars,Ratings,Reviews,CurrentPrice,MRP,Site Name,Discount,Additional Discounts,Feedback
Lenovo IdeaPad Gaming 3 Core i5 10th Gen,4.3,278,26,62999,75500,Flipkart,32% off,10% Off on SBI Credit Cards,Positive
MSI GS66 Core i7 11th Gen,0,0,0,207290,235990,Flipkart,40% off,10% Off on SBI Credit Cards,Negative
Lenovo IdeaPad Flex 5 Core i7 11th Gen,4.4,83,10,91999,120000,Flipkart,14% off,No Discounts,Positive
MSI GE75 Raider Core i7 10th Gen,0,0,0,179990,299990,Flipkart,33% off,10% Off on SBI Credit Cards,Negative
Lenovo Yoga Slim 7 Core i5 11th Gen,0,0,0,74990,123090,Flipkart,25% off,10% Off on SBI Credit Cards,Negative
Lenovo Core i5 11th Gen,0,0,0,55999,84190,Flipkart,21% off,10% Off on SBI Credit Cards,Negative
Lenovo Core i7 11th Gen,0,0,0,80999,96995,Flipkart,5% off,10% Off on SBI Credit Cards,Negative
Lenovo Yoga 7i Ryzen 7 Octa Core R7,0,0,0,98490,130090,Flipkart,20% off,Flat INR 2250 Off on SBICards,Negative
Lenovo Core i5 7th Gen,4.1,260,54,57309,0,Flipkart,41% off,Flat INR 500 Off on SBI Cards,Positive
Lenovo IdeaPad 5 Pro Ryzen 7 Hexa Core,0,0,0,90999,137090,Flipkart,39% off,Flat INR 2000 Off on SBICards,Negative
Lenovo Yoga Slim 7 Intel EVO Core i5 11th Gen,4.7,0,0,90499,125890,Flipkart,32% off,Flat INR 500 Off on SBI Cards,Positive
Lenovo Legion 5 Pro Ryzen 7 Octa Core 5800H,4.6,88,12,148999,210400,Flipkart,20% off,10% Off on SBI Credit Cards,Positive
Lenovo Yoga S7 Carbon Core i7 11th Gen,0,0,0,122489,174890,Flipkart,27% off,Flat INR 500 Off on SBI Cards,Negative
lenovo Yoga 9 Core i7 11th Gen Intel EVO,0,0,0,181999,203999,Flipkart,26% off,10% Off on SBI Credit Cards,Negative
HP Core i3 11th Gen,4.2,261,31,40990,51748,Flipkart,24% off,Flat INR 500 Off on SBI Cards,Positive
ASUS VivoBook 15 (2022) Core i5 11th Gen,4.3,1716,171,47990,72990,Flipkart,30% off,10% Off on SBI Credit Cards,Positive
DELL Inspiron Core i3 11th Gen,4.3,1111,138,45490,59389,Flipkart,20% off,10% Off on SBI Credit Cards,Positive
HP 15s Ryzen 3 Dual Core 3250U,4.3,3854,464,38999,48294,Flipkart,30% off,10% Off on SBI Credit Cards,Positive
HP Ryzen 5 Hexa Core 5500U,4.3,714,83,47990,59808,Flipkart,27% off,10% Off on SBI Credit Cards,Positive
HP Pavilion x360 Core i3 11th Gen,4.4,0,0,49490,63510,Flipkart,29% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook 14 (2022) Core i5 11th Gen,4.1,280,32,46990,72990,Flipkart,27% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,4.3,55,12,45990,62990,Flipkart,9% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook 15 (2022) Core i5 10th Gen,4.3,1830,165,45490,62990,Flipkart,40% off,10% Off on SBI Credit Cards,Positive
ASUS Core i5 10th Gen,4.3,1830,165,46500,62990,Flipkart,31% off,10% Off on SBI Credit Cards,Positive
HP Ryzen 3 Quad Core 5300U,4.1,641,92,37490,49446,Flipkart,30% off,10% Off on SBI Credit Cards,Positive
HP Ryzen 5 Hexa Core 5500U,4.3,291,35,48490,60959,Flipkart,11% off,10% Off on SBI Credit Cards,Positive
HP 14s Core i5 10th Gen,4.2,0,0,49990,77996,Flipkart,29% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen,4.4,331,51,45490,62990,Flipkart,22% off,10% Off on SBI Credit Cards,Positive
DELL Inspiron Ryzen 5 Dual Core 3450U,4.1,0,0,46990,62422,Flipkart,34% off,Flat INR 500 Off on SBI Cards,Positive
ASUS VivoBook 17 Ryzen 5 Hexa Core 5500U,2.7,0,0,49990,78990,Flipkart,30% off,Flat INR 500 Off on SBI Cards,Positive
ASUS VivoBook Flip 14 Core i3 11th Gen,4.7,0,0,49990,63990,Flipkart,27% off,Flat INR 500 Off on SBI Cards,Positive
HP Ryzen 3 Quad Core 5300U,4.4,617,91,38990,50597,Flipkart,23% off,10% Off on SBI Credit Cards,Positive
ASUS Vivobook Ultra K15 Core i3 11th Gen,5,0,0,45990,62990,Flipkart,30% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook Flip 14 Touch Panel Core i3 10th Gen,4.3,641,81,46990,61990,Flipkart,23% off,10% Off on SBI Credit Cards,Positive
DELL Vostro Ryzen 5 Quad Core 3500U,4.7,0,0,49890,61740,Flipkart,40% off,10% Off on SBI Credit Cards,Positive
ASUS Vivobook Core i5 11th Gen,4.8,0,0,45890,64990,Flipkart,37% off,10% Off on SBI Credit Cards,Positive
Lenovo Core i7 11th Gen,0,0,0,105990,159290,Flipkart,32% off,Flat INR 500 Off on SBI Cards,Negative
Lenovo Core i3 10th Gen,0,0,0,38700,50290,Flipkart,37% off,10% Off on SBI Credit Cards,Negative
Lenovo ThinkPad Core i5 10th Gen,0,0,0,155411,0,Flipkart,24% off,Flat INR 1500 Off on SBICards,Negative
Lenovo APU Dual Core A9 A99425,3.7,104,16,26990,28000,Flipkart,26% off,10% Off on SBI Credit Cards,Positive
Lenovo Yoga Slim 7 Ryzen 7 Octa Core 4800U,4.6,0,0,72999,104409,Flipkart,10% off,Flat INR 2000 Off on SBICards,Positive
Lenovo Legion 5i Core i5 10th Gen,0,0,0,91999,105000,Flipkart,37% off,Flat INR 500 Off on SBI Cards,Negative
Lenovo ThinkPad X1 Core i7 10th Gen,0,0,0,210999,229599,Flipkart,28% off,Save extra with No Cost EMI,Negative
Lenovo APU Dual Core A9 A9,3.8,2000,454,22890,0,Flipkart,21% off,Flat INR 500 Off on SBI Cards,Positive
MSI Modern 15 Ryzen 7 Octa Core Ryzen 7 5700U 5th Gen,0,0,0,59990,78990,Flipkart,21% off,Save extra with No Cost EMI,Negative
Lenovo Ideapad 720S Core i7 8th Gen,0,0,0,86000,0,Flipkart,29% off,Flat INR 2000 Off on SBICards,Negative
MSI Sword 15 Core i7 11th Gen,0,0,0,85990,107990,Flipkart,26% off,Flat INR 500 Off on SBI Cards,Negative
Lenovo Core i7 10th Gen,0,0,0,163000,206997,Flipkart,20% off,10% Off on SBI Credit Cards,Negative
Lenovo Ideapad 720S Core i5 8th Gen,3.3,0,0,74990,83458,Flipkart,46% off,Flat INR 500 Off on SBI Cards,Positive
Lenovo Ideapad Core i3 6th Gen,4.1,6369,1078,26990,28990,Flipkart,33% off,10% Off on SBI Credit Cards,Positive
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,3.8,101,15,56999,93690,Flipkart,48% off,Flat INR 500 Off on SBI Cards,Positive
MSI Prestige 14 Core i7 10th Gen,3.9,87,12,104990,123990,Flipkart,38% off,Flat INR 500 Off on SBI Cards,Positive
Lenovo ThinkPad x390 Core i7 10th Gen,0,0,0,165999,178999,Flipkart,23% off,10% Off on SBI Credit Cards,Negative
MSI Summit E15 Core i7 11th Gen,4,0,0,154990,156990,Flipkart,42% off,10% Off on SBI Credit Cards,Positive
Lenovo Yoga C640 Core i5 10th Gen,4.6,0,0,79999,94599,Flipkart,37% off,10% Off on SBI Credit Cards,Positive
Lenovo Legion 5 Core i5 10th Gen,0,0,0,70999,109900,Flipkart,80% off,10% Off on SBI Credit Cards,Negative
Lenovo Core i7 10th Gen,0,0,0,97699,122999,Flipkart,71% off,No Discounts,Negative
Lenovo Intel EVO Core i7 11th Gen,0,0,0,101999,139000,Flipkart,13% off,No Discounts,Negative
Lenovo Core i5 11th Gen,3.5,0,0,84086,0,Flipkart,11% off,10% Off on SBI Credit Cards,Positive
Lenovo IdeaPad 3 Chromebook Celeron Dual Core,3.5,836,100,18990,24840,Flipkart,30% off,Flat INR 500 Off on SBI Cards,Positive
Lenovo ThinkBook 13s Core i5 11th Gen,3.3,0,0,58990,121608,Flipkart,26% off,Flat INR 500 Off on SBICards,Positive
Lenovo IdeaPad 3 Chromebook Celeron Dual Core 4th Gen,2.9,82,18,22620,34890,Flipkart,14% off,10% Off on SBI Credit Cards,Positive
Lenovo Celeron Dual Core,3.1,0,0,28799,38250,Flipkart,34% off,Flat INR 500 Off on SBI Cards,Positive
Lenovo Yoga Slim 7 Intel EVO Core i7 11th Gen,3.3,0,0,122990,167890,Flipkart,13% off,10% Off on SBI Credit Cards,Positive
Lenovo E41 APU Dual Core A6 A6,2.8,0,0,27490,29000,Flipkart,22% off,Flat INR 2250 Off on SBICards,Positive
Lenovo V15 ADA Athlon Dual Core 3250U,3.6,0,0,29799,32000,Flipkart,23% off,10% Off on SBI Credit Cards,Positive
Lenovo Core i5 11th Gen,0,0,0,56890,72690,Flipkart,37% off,No Discounts,Negative
Lenovo Core i3 10th Gen,0,0,0,38700,50290,Flipkart,21% off,Save extra with No Cost EMI,Negative
ASUS Vivobook 15 Ryzen 7 Quad Core AMD R7,4.3,0,0,44990,74990,Flipkart,17% off,10% Off on SBI Credit Cards,Positive
HP Core i3 11th Gen,4.3,220,24,39990,52900,Flipkart,27% off,10% Off on SBI Credit Cards,Positive
HP Core i3 11th Gen,4.2,261,31,40990,51748,Flipkart,36% off,No Discounts,Positive
ASUS VivoBook 15 (2022) Core i5 11th Gen,4.3,1716,171,47990,72990,Flipkart,20% off,10% Off on SBI Credit Cards,Positive
DELL Inspiron Core i3 11th Gen,4.3,1111,138,45490,59389,Flipkart,40% off,Flat INR 500 Off on SBI Cards,Positive
HP 15s Ryzen 3 Dual Core 3250U,4.3,3854,464,38999,48294,Flipkart,25% off,10% Off on SBI Credit Cards,Positive
HP Ryzen 5 Hexa Core 5500U,4.3,714,83,47990,59808,Flipkart,15% off,Save extra with No Cost EMI,Positive
HP Pavilion x360 Core i3 11th Gen,4.4,0,0,49490,63510,Flipkart,14% off,Save extra with No Cost EMI,Positive
ASUS VivoBook 14 (2022) Core i5 11th Gen,4.1,280,32,46990,72990,Flipkart,29% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,4.3,55,12,45990,62990,Flipkart,30% off,Flat INR 500 Off on SBI Cards,Positive
ASUS VivoBook 15 (2022) Core i5 10th Gen,4.3,1830,165,45490,62990,Flipkart,34% off,Flat INR 2000 Off on SBICards,Positive
HP Ryzen 3 Quad Core 5300U,4.1,641,92,37490,49446,Flipkart,,Save extra with No Cost EMI,Positive
HP 14s Core i3 11th Gen,4.3,0,0,41990,58657,Flipkart,30% off,Flat INR 500 Off on SBI Cards,Positive
ASUS Core i5 10th Gen,4.3,1830,165,46500,62990,Flipkart,18% off,10% Off on SBI Credit Cards,Positive
HP Ryzen 5 Hexa Core 5500U,4.3,291,35,48490,60959,Flipkart,24% off,Flat INR 500 Off on SBI Cards,Positive
HP 14s Core i5 10th Gen,4.2,0,0,49990,77996,Flipkart,26% off,Flat INR 500 Off on SBI Cards,Positive
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen,4.4,331,51,45490,62990,Flipkart,28% off,Flat INR 500 Off on SBI Cards,Positive
DELL Inspiron Ryzen 5 Dual Core 3450U,4.1,0,0,47690,62422,Flipkart,30% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook 17 Ryzen 5 Hexa Core 5500U,2.7,0,0,49990,78990,Flipkart,43% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook Flip 14 Core i3 11th Gen,4.7,0,0,49990,63990,Flipkart,35% off,Flat INR 500 Off on SBI Cards,Positive
HP Ryzen 3 Quad Core 5300U,4.4,617,91,38990,50597,Flipkart,31% off,No Discounts,Positive
ASUS Core i5 10th Gen,4,410,54,45990,55990,Flipkart,30% off,10% Off on SBI Credit Cards,Positive
ASUS Vivobook Core i5 11th Gen,4.8,0,0,45890,64990,Flipkart,24% off,Flat INR 2250 Off on SBICards,Positive
ASUS Vivobook Ultra K15 Core i3 11th Gen,5,0,0,45990,62990,Flipkart,43% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook Flip 14 Touch Panel Core i3 10th Gen,4.3,641,81,46990,61990,Flipkart,55% off,10% Off on SBI Credit Cards,Positive
DELL Vostro Ryzen 5 Quad Core 3500U,4.7,0,0,49890,61740,Flipkart,48% off,Flat INR 500 Off on SBI Cards,Positive
DELL Inspiron Core i3 10th Gen,4.1,961,108,45490,60490,Flipkart,24% off,Flat INR 500 Off on SBI Cards,Positive
ASUS Core i3 11th Gen,0,0,0,38990,58990,Flipkart,41% off,10% Off on SBI Credit Cards,Negative
ASUS VivoBook 14 (2022) Core i3 12th Gen,0,0,0,47990,62990,Flipkart,20% off,10% Off on SBI Credit Cards,Negative
Nokia PureBook X14 Core i5 10th Gen,4.4,1286,282,49490,90000,Flipkart,27% off,10% Off on SBI Credit Cards,Positive
ASUS Ryzen 5 Hexa Core 5500U,4.3,0,0,48490,66990,Flipkart,30% off,10% Off on SBI Credit Cards,Positive
HP Pavilion x360 Core i3 11th Gen,3.7,0,0,49990,58174,Flipkart,15% off,10% Off on SBI Credit Cards,Positive
HP Core i3 11th Gen,4.3,1315,137,47990,50314,Flipkart,38% off,No Discounts,Positive
ASUS VivoBook Flip 14 Core i3 11th Gen,4.7,0,0,49990,66990,Flipkart,21% off,10% Off on SBI Credit Cards,Positive
DELL Inspiron Ryzen 5 Quad Core 3450U,4.3,754,95,45890,49613,Flipkart,68% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook Ultra K14 (2021) Ryzen 5 Hexa Core 5500U,4.4,341,38,49990,73990,Flipkart,33% off,10% Off on SBI Credit Cards,Positive
HP Core i3 11th Gen,4.3,659,64,43990,50196,Flipkart,26% off,Flat INR 500 Off on SBI Cards,Positive
HP 15s Ryzen 5 Hexa Core 4500U,4.4,447,56,45990,49120,Flipkart,28% off,10% Off on SBI Credit Cards,Positive
HP Ryzen 5 Hexa Core,4.3,0,0,48490,60959,Flipkart,33% off,Flat INR 500 Off on SBI Cards,Positive
acer Extensa Core i5 11th Gen,0,0,0,48990,59999,Flipkart,32% off,No Discounts,Negative
ASUS Core i5 10th Gen,0,0,0,49990,69990,Flipkart,21% off,No Discounts,Negative
DELL Inspiron Ryzen 5 Quad Core 3450U,4.1,0,0,49590,50546,Flipkart,25% off,Save extra with No Cost EMI,Positive
HP Core i3 11th Gen,4.3,1627,216,47900,50000,Flipkart,30% off,Save extra with No Cost EMI,Positive
ASUS Ryzen 5 Hexa Core,4.6,0,0,47900,62990,Flipkart,30% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook 14 (2022) Core i3 12th Gen,2.3,0,0,47990,62990,Flipkart,23% off,10% Off on SBI Credit Cards,Negative
Vaio E Series Ryzen 5 Quad Core 3500U,4.1,706,140,50990,66990,Flipkart,20% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook 15 Core i5 10th Gen,4,1474,184,45990,55990,Flipkart,35% off,10% Off on SBI Credit Cards,Positive
ASUS Core i3 11th Gen,0,0,0,42990,58990,Flipkart,39% off,10% Off on SBI Credit Cards,Negative
acer Extensa Core i5 11th Gen,0,0,0,45990,57999,Flipkart,33% off,Flat INR 500 Off on SBI Cards,Negative
acer Aspire 5 Core i5 11th Gen,4,548,60,47090,54999,Flipkart,23% off,Flat INR 500 Off on SBI Cards,Positive
acer Aspire 3 Core i5 11th Gen,0,0,0,47990,59990,Flipkart,27% off,10% Off on SBI Credit Cards,Negative
DELL Vostro Core i3 11th Gen,4.1,496,54,45500,0,Flipkart,33% off,No Discounts,Positive
Nokia PureBook S14 Core i5 11th Gen,4.3,0,0,45990,82990,Flipkart,4% off,Flat INR 500 Off on SBI Cards,Positive
DELL Inspiron Core i3 11th Gen,4.3,276,46,46990,58908,Flipkart,20% off,Flat INR 500 Off on SBI Cards,Positive
DELL Inspiron Ryzen 5 Quad Core 3450U,4,302,27,44690,56573,Flipkart,22% off,10% Off on SBI Credit Cards,Positive
HP Core i7 7th Gen,4.3,72,25,45000,74500,Flipkart,18% off,10% Off on SBI Credit Cards,Positive
ASUS Vivobook Ultra K14 Core i3 11th Gen,4.3,0,0,42990,58990,Flipkart,23% off,Flat INR 2250 Off on SBICards,Positive
ASUS Vivobook Ultra K15 Core i3 11th Gen,3,0,0,45490,58990,Flipkart,20% off,Flat INR 2000 Off on SBICards,Positive
HP Core i3 11th Gen,4.3,1362,124,45980,54990,Flipkart,19% off,Flat INR 500 Off on SBI Cards,Positive
HP Core i3 11th Gen,4.1,146,13,45999,48900,Flipkart,36% off,Flat INR 500 Off on SBI Cards,Positive
DELL Vostro 3405 Ryzen 5 Quad Core 3450U,4.3,1003,114,45399,48563,Flipkart,34% off,Flat INR 2000 Off on SBICards,Positive
HP Core i3 10th Gen,4.4,0,0,41990,47916,Flipkart,39% off,Flat INR 1500 Off on SBICards,Positive
ASUS Vivobook14 Core i5 11th Gen,0,0,0,49800,66990,Flipkart,33% off,Flat INR 500 Off on SBI Cards,Negative
HP G8 Ryzen 5 Hexa Core 5500U 5th Gen,0,0,0,46500,49695,Flipkart,23% off,10% Off on SBI Credit Cards,Negative
DELL Inspiron Core i3 11th Gen,4.3,0,0,47990,55890,Flipkart,26% off,Save extra with No Cost EMI,Positive
DELL Inspiron 3511 Core i3 11th Gen,0,0,0,45990,60371,Flipkart,35% off,10% Off on SBI Credit Cards,Negative
DELL Inspiron Core i3 10th Gen,4.3,0,0,45990,56200,Flipkart,23% off,Flat INR 500 Off on SBI Cards,Positive
DELL Inspiron Core i3 10th Gen,4.3,0,0,46990,63200,Flipkart,44% off,10% Off on SBI Credit Cards,Positive
HP Core i3 11th Gen,4.2,1037,108,45000,51000,Flipkart,8% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook K15 OLED (2021) Core i3 11th Gen,4.7,0,0,47990,58990,Flipkart,36% off,Flat INR 500 Off on SBI Cards,Positive
HP 15s Core i3 11th Gen,4.3,536,66,46900,47500,Flipkart,41% off,Flat INR 500 Off on SBI Cards,Positive
Infinix X1 Slim Series Core i7 10th Gen,3.6,41,12,49990,69999,Flipkart,33% off,Flat INR 500 Off on SBI Cards,Positive
ASUS Core i5 11th Gen,0,0,0,49990,85990,Flipkart,23% off,10% Off on SBI Credit Cards,Negative
Infinix X1 Slim Series Core i7 10th Gen,3.6,41,12,49990,69999,Flipkart,23% off,No Discounts,Positive
DELL 3000 Core i3 11th Gen,3.8,0,0,42990,55506,Flipkart,6% off,No Discounts,Positive
DELL Inspiron 3511 Core i3 11th Gen,3.8,0,0,48890,53428,Flipkart,29% off,Flat INR 2250 Off on SBICards,Positive
ASUS ASUS Vivobook 13 Slate OLED Pentium Quad Core,2.8,0,0,42990,56990,Flipkart,37% off,10% Off on SBI Credit Cards,Positive
ASUS Ryzen 5 Hexa Core,3.3,0,0,48750,69500,Flipkart,40% off,No Discounts,Positive
Vaio E Series Ryzen 5 Quad Core 3500U,4.1,706,140,49590,66990,Flipkart,41% off,Flat INR 500 Off on SBI Cards,Positive
DELL Inspiron Core i3 11th Gen,4.3,0,0,47990,58340,Flipkart,33% off,Flat INR 500 Off on SBI Cards,Positive
DELL Core i3 10th Gen,2.9,0,0,47790,59101,Flipkart,3% off,Flat INR 500 Off on SBI Cards,Positive
acer Aspire 5 Ryzen 5 Hexa Core 5500U,4.3,0,0,49990,64990,Flipkart,29% off,Flat INR 2000 Off on SBICards,Positive
HP Core i3 11th Gen,4.3,1924,214,35999,48933,Flipkart,22% off,Flat INR 500 Off on SBI Cards,Positive
ASUS Core i3 11th Gen,4.3,706,93,33990,50990,Flipkart,37% off,10% Off on SBI Credit Cards,Positive
acer Aspire 5 Core i5 11th Gen,4.2,262,29,44990,75999,Flipkart,23% off,Flat INR 2000 Off on SBICards,Positive
HP Notebook PC Core i3 11th Gen,3.8,216,20,33999,44224,Flipkart,17% off,Flat INR 2250 Off on SBICards,Positive
ASUS VivoBook 14 (2021) Ryzen 5 Quad Core 3500U,4.7,0,0,41990,57990,Flipkart,18% off,No Discounts,Positive
ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen,4.4,2603,386,41990,57990,Flipkart,16% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook 15 (2021) Core i5 10th Gen,4.1,0,0,41990,64990,Flipkart,25% off,No Discounts,Positive
DELL Ryzen 3 Dual Core 3250U,4.4,0,0,41490,55476,Flipkart,21% off,10% Off on SBI Credit Cards,Positive
DELL Vostro Core i3 10th Gen,4.1,0,0,42090,60541,Flipkart,34% off,10% Off on SBI Credit Cards,Positive
DELL Vostro Core i3 10th Gen,4.1,629,80,42590,54781,Flipkart,26% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook 14 (2021) Ryzen 7 Quad Core 3700U,4.2,0,0,41990,70990,Flipkart,27% off,Flat INR 2000 Off on SBICards,Positive
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen,4.5,1052,195,42990,58990,Flipkart,32% off,10% Off on SBI Credit Cards,Positive
DELL Core i3 10th Gen,4.1,629,80,42490,55442,Flipkart,31% off,10% Off on SBI Credit Cards,Positive
HP Core i3 11th Gen,4.3,1278,128,42990,51748,Flipkart,78% off,10% Off on SBI Credit Cards,Positive
HP Core i3 11th Gen,4.2,414,48,40490,48476,Flipkart,2% off,10% Off on SBI Credit Cards,Positive
acer Aspire 5 Core i5 11th Gen,4.4,0,0,44990,64999,Flipkart,76% off,No Discounts,Positive
ASUS VivoBook K15 OLED (2022) Core i3 11th Gen,4.5,1052,195,41990,58990,Flipkart,84% off,No Discounts,Positive
ASUS VivoBook Ultra 14 (2022) Core i3 11th Gen,4.4,2603,386,41990,56990,Flipkart,25% off,10% Off on SBI Credit Cards,Positive
HP 15s Core i3 11th Gen,4.1,5128,500,41700,48933,Flipkart,30% off,10% Off on SBI Credit Cards,Positive
ASUS Core i3 11th Gen,0,0,0,38990,58990,Flipkart,36% off,10% Off on SBI Credit Cards,Negative
DELL Vostro Ryzen 5 Quad Core R5,4.5,0,0,41590,58285,Flipkart,27% off,Flat INR 500 Off on SBI Cards,Positive
acer Aspire 5 Core i5 11th Gen,4,0,0,44990,64999,Flipkart,32% off,Flat INR 500 Off on SBI Cards,Positive
DELL Vostro Core i3 10th Gen,4,121,21,42490,55444,Flipkart,17% off,10% Off on SBI Credit Cards,Positive
DELL Vostro Core i3 10th Gen,4,121,21,41490,54783,Flipkart,16% off,10% Off on SBI Credit Cards,Positive
DELL Inspiron Core i3 11th Gen,3.6,564,72,39790,51493,Flipkart,33% off,Flat INR 500 Off on SBI Cards,Positive
DELL Vostro Core i3 10th Gen,4,0,0,41390,49826,Flipkart,22% off,10% Off on SBI Credit Cards,Positive
ASUS Core i3 11th Gen,4.2,79,11,31790,49990,Flipkart,39% off,10% Off on SBI Credit Cards,Positive
Infinix X1 Slim Series Core i5 10th Gen,4.3,0,0,44990,64999,Flipkart,73% off,No Discounts,Positive
HP Core i3 11th Gen,0,0,0,41990,51748,Flipkart,29% off,10% Off on SBI Credit Cards,Negative
ASUS VivoBook Ultra 14 Core i3 11th Gen,4.4,2603,386,44990,56990,Flipkart,33% off,Flat INR 2000 Off on SBICards,Positive
DELL Inspiron Core i3 10th Gen,3.9,0,0,43790,55534,Flipkart,14% off,Flat INR 2000 Off on SBICards,Positive
DELL Inspiron Core i3 10th Gen,3.8,0,0,40090,53657,Flipkart,23% off,10% Off on SBI Credit Cards,Positive
DELL Vostro Core i3 11th Gen,4.3,1881,170,42590,55448,Flipkart,27% off,Flat INR 500 Off on SBI Cards,Positive
DELL Inspiron Ryzen 3 Dual Core 3250U,4.1,0,0,44390,56771,Flipkart,30% off,10% Off on SBI Credit Cards,Positive
ASUS Vivobook 14 Core i3 11th Gen,4.1,137,15,38990,57990,Flipkart,30% off,10% Off on SBI Credit Cards,Positive
HP Core i3 11th Gen,0,0,0,40990,48476,Flipkart,17% off,10% Off on SBI Credit Cards,Negative
DELL Vostro Core i3 11th Gen,3.9,272,22,42590,44780,Flipkart,16% off,No Discounts,Positive
ASUS Core i5 10th Gen,0,0,0,41390,61990,Flipkart,20% off,10% Off on SBI Credit Cards,Negative
DELL Ryzen 3 Dual Core 3250U,3.9,0,0,40090,53640,Flipkart,16% off,10% Off on SBI Credit Cards,Positive
DELL Inspiron Ryzen 3 Dual Core 3250U,4.5,0,0,44590,56966,Flipkart,38% off,Save extra with No Cost EMI,Positive
DELL Inspiron Ryzen 5 Quad Core 3450U,4.3,0,0,44890,58194,Flipkart,27% off,Flat INR 1500 Off on SBICards,Positive
Infinix X1 Slim Series Core i5 10th Gen,4.3,0,0,44990,64999,Flipkart,25% off,Flat INR 2250 Off on SBICards,Positive
acer Aspire 3 Ryzen 5 Quad Core 3500U,4.4,339,39,43989,57999,Flipkart,13% off,10% Off on SBI Credit Cards,Positive
acer Travelmate Core i5 11th Gen,3.7,0,0,44990,85000,Flipkart,26% off,Flat INR 500 Off on SBI Cards,Positive
ASUS Vivobook 15 Core i3 11th Gen,3.9,0,0,39880,56990,Flipkart,38% off,Flat INR 500 Off on SBI Cards,Positive
acer Travelmate Core i5 11th Gen,3.6,0,0,44990,60000,Flipkart,21% off,10% Off on SBI Credit Cards,Positive
Nokia PureBook S14 Core i5 10th Gen,3.9,79,14,43990,74990,Flipkart,22% off,10% Off on SBI Credit Cards,Positive
ASUS VivoBook Ultra K14 (2021) Core i3 11th Gen,4.4,192,35,42990,56990,Flipkart,37% off,Save extra with No Cost EMI,Positive
acer Travelmate Core i3 11th Gen,4.2,0,0,44990,60000,Flipkart,34% off,Flat INR 500 Off on SBI Cards,Positive
ASUS Core i3 11th Gen,5,0,0,41399,52990,Flipkart,25% off,Flat INR 2250 Off on SBICards,Positive
HP Core i3 11th Gen,3.8,0,0,40490,47264,Flipkart,41% off,10% Off on SBI Credit Cards,Positive
ASUS Vivobook 14 Core i3 11th Gen,4.3,0,0,36990,55990,Flipkart,35% off,No Discounts,Positive
DELL Inspiron Ryzen 3 Dual Core 3250U,0,0,0,41390,54435,Flipkart,9% off,Save extra with No Cost EMI,Negative
DELL INSPIRON Core i3 10th Gen,4,573,54,42000,45990,Flipkart,17% off,No Discounts,Positive
DELL Ryzen 3 Dual Core 3250U,3.8,0,0,37990,53744,Flipkart,41% off,Flat INR 500 Off on SBI Cards,Positive
ASUS Vivobook 15 Ryzen 3 Dual Core Ryzen 3,3.8,0,0,36990,49990,Flipkart,27% off,Flat INR 500 Off on SBI Cards,Positive
ASUS Vivobook 15 Ryzen 3 Dual Core Ryzen 3,3.8,0,0,36990,49990,Flipkart,30% off,Flat INR 500 Off on SBI Cards,Positive
DELL Vostro 3405 Ryzen 5 Quad Core 3450U,0,0,0,42250,59850,Flipkart,26% off,10% Off on SBI Credit Cards,Negative
DELL Vostro Core i3 10th Gen,4,1985,198,44690,54517,Flipkart,47% off,10% Off on SBI Credit Cards,Positive
